"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-10-20 20:03:25 +02:00"

Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Applied during year"
2016,"United Kingdom",Luxembourg,"G / RA",
2016,"United Kingdom",Luxembourg,"G / AR",
2016,"United States of America",Luxembourg,"G / EO",
2016,Australia,Latvia,"G / AR",
2016,Australia,Latvia,"G / FI",3
2016,Austria,Latvia,"G / FA",
2016,Belgium,Latvia,"G / FI",
2016,Brazil,Latvia,"G / FI",1
2016,Canada,Latvia,"G / FI",2
2016,Germany,Latvia,"G / JR",
2016,Germany,Latvia,"G / NA",4
2016,Germany,Latvia,"G / RA",
2016,Denmark,Latvia,"G / FI",1
2016,France,Latvia,"G / FI",1
2016,"United Kingdom",Latvia,"G / FI",6
2016,"United Kingdom",Latvia,"G / RA",
2016,"United Kingdom",Latvia,"G / AR",
2016,Iceland,Latvia,"G / FI",
2016,"Russian Federation",Latvia,"G / TA",2
2016,"Russian Federation",Latvia,"G / FI",
2016,Sweden,Latvia,"G / AR",1
2016,Sweden,Latvia,"G / FI",3
2016,Sweden,Latvia,"G / RA",
2016,"United States of America",Latvia,"G / EO",
2016,"United States of America",Latvia,"G / IN",15
2016,"South Africa","China, Macao SAR","G / FI",
2016,Australia,"China, Macao SAR","G / FI",
2016,"United Kingdom","China, Macao SAR","G / FI",
2016,"United Kingdom","China, Macao SAR","G / RA",
2016,"United Kingdom","China, Macao SAR","G / AR",
2016,"United States of America","China, Macao SAR","G / EO",
2016,Argentina,Morocco,"G / AR",
2016,Argentina,Morocco,"G / FI",1
2016,Australia,Morocco,"G / AR",1
2016,Australia,Morocco,"G / FI",12
2016,Austria,Morocco,"G / FA",936
2016,Belgium,Morocco,"G / RA",42
2016,Belgium,Morocco,"G / FI",187
2016,Belgium,Morocco,"G / JR",40
2016,Bulgaria,Morocco,"G / FI",7
2016,Bulgaria,Morocco,"G / RA",3
2016,"Bosnia and Herzegovina",Morocco,"G / FI",2
2016,Brazil,Morocco,"G / FI",51
2016,Canada,Morocco,"G / FI",39
2016,Switzerland,Morocco,"G / FI",793
2016,Switzerland,Morocco,"G / FI",30
2016,Cyprus,Morocco,"G / FI",1
2016,Cyprus,Morocco,"G / AR",1
2016,"Czech Rep.",Morocco,"G / FI",2
2016,Germany,Morocco,"G / JR",
2016,Germany,Morocco,"G / NA",3999
2016,Germany,Morocco,"G / RA",157
2016,Denmark,Morocco,"G / FI",341
2016,Denmark,Morocco,"G / AR",15
2016,Algeria,Morocco,"U / FI",
2016,Egypt,Morocco,"U / FI",5
2016,Spain,Morocco,"G / FI",345
2016,Finland,Morocco,"G / FI",96
2016,Finland,Morocco,"G / RA",2
2016,France,Morocco,"G / FI",443
2016,France,Morocco,"G / RA",4
2016,France,Morocco,"G / AR",145
2016,France,Morocco,"G / RA",8
2016,"United Kingdom",Morocco,"G / AR",27
2016,"United Kingdom",Morocco,"G / FI",98
2016,"United Kingdom",Morocco,"G / RA",2
2016,Greece,Morocco,"G / RA",18
2016,Greece,Morocco,"G / AR",173
2016,Greece,Morocco,"G / FI",459
2016,Guyana,Morocco,"U / FI",
2016,Croatia,Morocco,"G / JR",10
2016,Croatia,Morocco,"G / FI",81
2016,Hungary,Morocco,"G / FI",937
2016,Hungary,Morocco,"G / RA",96
2016,Hungary,Morocco,"G / FA",
2016,Indonesia,Morocco,"U / FI",1
2016,Ireland,Morocco,"G / SP",1
2016,Ireland,Morocco,"G / SP",
2016,Ireland,Morocco,"G / FI",12
2016,Ireland,Morocco,"G / AR",3
2016,Iraq,Morocco,"U / FI",
2016,Iceland,Morocco,"G / FI",14
2016,Italy,Morocco,"G / FI",1551
2016,Jordan,Morocco,"U / RA",
2016,Jordan,Morocco,"U / FI",
2016,"Rep. of Korea",Morocco,"G / FA",127
2016,Lebanon,Morocco,"U / FI",1
2016,Libya,Morocco,"U / FI",
2016,Liechtenstein,Morocco,"G / FI",1
2016,Luxembourg,Morocco,"G / JR",
2016,Luxembourg,Morocco,"G / RA",1
2016,Luxembourg,Morocco,"G / AR",1
2016,Luxembourg,Morocco,"G / FI",74
2016,"The former Yugoslav Republic of Macedonia",Morocco,"G / FA",39
2016,Malta,Morocco,"G / AR",2
2016,Malta,Morocco,"G / FI",9
2016,Montenegro,Morocco,"G / FA",60
2016,Nigeria,Morocco,"G / FI",1
2016,Netherlands,Morocco,"G / FI",1286
2016,Netherlands,Morocco,"G / RA",5
2016,Norway,Morocco,"G / FI",85
2016,Norway,Morocco,"G / RA",2
2016,Norway,Morocco,"G / AR",63
2016,"New Zealand",Morocco,"G / FI",1
2016,Pakistan,Morocco,"U / FI",1
2016,Peru,Morocco,"G / FI",
2016,Poland,Morocco,"G / FI",4
2016,Portugal,Morocco,"G / FI",4
2016,Paraguay,Morocco,"G / FI",1
2016,Romania,Morocco,"G / FI",9
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Morocco,"G / FI",1
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Morocco,"G / FI",2
2016,Slovakia,Morocco,"G / RA",1
2016,Slovakia,Morocco,"G / FI",1
2016,Slovenia,Morocco,"G / FI",38
2016,Slovenia,Morocco,"G / RA",1
2016,Sweden,Morocco,"G / FI",313
2016,Sweden,Morocco,"G / AR",260
2016,Sweden,Morocco,"G / RA",119
2016,Swaziland,Morocco,"G / FI",1
2016,"Syrian Arab Rep.",Morocco,"U / FI",1
2016,"Syrian Arab Rep.",Morocco,"U / JR",3
2016,Chad,Morocco,"G / FA",
2016,Thailand,Morocco,"U / FI",2
2016,Tunisia,Morocco,"U / FI",2
2016,Turkey,Morocco,"U / AR",
2016,Turkey,Morocco,"U / FI",23
2016,Ukraine,Morocco,"G / FI",2
2016,"United States of America",Morocco,"G / IN",45
2016,"United States of America",Morocco,"G / EO",9
2016,"South Africa",Morocco,"G / AR",
2016,"South Africa",Morocco,"G / AR",
2016,"South Africa",Morocco,"G / FI",5
2016,Austria,Monaco,"G / FA",
2016,Belgium,Monaco,"G / FI",
2016,"United Kingdom",Monaco,"G / RA",
2016,"United Kingdom",Monaco,"G / AR",
2016,"United Kingdom",Monaco,"G / FI",
2016,Hungary,Monaco,"G / FA",
2016,Kuwait,Monaco,"U / FI",
2016,Australia,"Rep. of Moldova","G / FI",
2016,Austria,"Rep. of Moldova","G / FA",10
2016,Belgium,"Rep. of Moldova","G / JR",4
2016,Belgium,"Rep. of Moldova","G / FI",6
2016,Belgium,"Rep. of Moldova","G / RA",
2016,Belarus,"Rep. of Moldova","G / FI",1
2016,Canada,"Rep. of Moldova","G / FI",7
2016,Switzerland,"Rep. of Moldova","G / FI",20
2016,Switzerland,"Rep. of Moldova","G / FI",5
2016,Cyprus,"Rep. of Moldova","G / FI",4
2016,"Czech Rep.","Rep. of Moldova","G / RA",4
2016,"Czech Rep.","Rep. of Moldova","G / FI",5
2016,Germany,"Rep. of Moldova","G / NA",3346
2016,Germany,"Rep. of Moldova","G / RA",62
2016,Germany,"Rep. of Moldova","G / JR",
2016,Denmark,"Rep. of Moldova","G / FI",1
2016,Spain,"Rep. of Moldova","G / FI",24
2016,Finland,"Rep. of Moldova","G / RA",
2016,Finland,"Rep. of Moldova","G / FI",1
2016,France,"Rep. of Moldova","G / FI",34
2016,France,"Rep. of Moldova","G / AR",11
2016,"United Kingdom","Rep. of Moldova","G / RA",
2016,"United Kingdom","Rep. of Moldova","G / FI",1
2016,"United Kingdom","Rep. of Moldova","G / AR",1
2016,Greece,"Rep. of Moldova","G / FI",41
2016,Greece,"Rep. of Moldova","G / AR",18
2016,Greece,"Rep. of Moldova","G / RA",5
2016,Croatia,"Rep. of Moldova","G / FI",1
2016,Hungary,"Rep. of Moldova","G / FA",
2016,Ireland,"Rep. of Moldova","G / SP",
2016,Ireland,"Rep. of Moldova","G / FI",3
2016,Ireland,"Rep. of Moldova","G / AR",3
2016,Ireland,"Rep. of Moldova","G / SP",2
2016,Iceland,"Rep. of Moldova","G / FI",1
2016,Italy,"Rep. of Moldova","G / FI",36
2016,Jordan,"Rep. of Moldova","U / FI",
2016,Latvia,"Rep. of Moldova","G / FI",1
2016,Malaysia,"Rep. of Moldova","U / FI",1
2016,Netherlands,"Rep. of Moldova","G / FI",16
2016,Netherlands,"Rep. of Moldova","G / RA",
2016,Norway,"Rep. of Moldova","G / FI",4
2016,Norway,"Rep. of Moldova","G / AR",2
2016,Poland,"Rep. of Moldova","G / AR",2
2016,Poland,"Rep. of Moldova","G / FI",6
2016,Portugal,"Rep. of Moldova","G / FI",2
2016,Romania,"Rep. of Moldova","G / JR",
2016,Romania,"Rep. of Moldova","G / FI",16
2016,Romania,"Rep. of Moldova","G / RA",1
2016,"Russian Federation","Rep. of Moldova","G / TA",22
2016,"Russian Federation","Rep. of Moldova","G / FI",8
2016,Slovakia,"Rep. of Moldova","G / FI",
2016,Slovakia,"Rep. of Moldova","G / RA",1
2016,Sweden,"Rep. of Moldova","G / AR",28
2016,Sweden,"Rep. of Moldova","G / RA",2
2016,Sweden,"Rep. of Moldova","G / FI",26
2016,"Syrian Arab Rep.","Rep. of Moldova","U / FI",
2016,Ukraine,"Rep. of Moldova","G / FI",8
2016,"United States of America","Rep. of Moldova","G / IN",491
2016,"United States of America","Rep. of Moldova","G / EO",15
2016,"South Africa","Rep. of Moldova","G / AR",
2016,"South Africa",Madagascar,"G / AR",
2016,Australia,Madagascar,"G / FI",9
2016,Austria,Madagascar,"G / FA",1
2016,Belgium,Madagascar,"G / JR",1
2016,Belgium,Madagascar,"G / RA",
2016,Belgium,Madagascar,"G / FI",1
2016,Canada,Madagascar,"G / FI",3
2016,Switzerland,Madagascar,"G / FI",4
2016,Germany,Madagascar,"G / JR",
2016,Germany,Madagascar,"G / NA",
2016,Djibouti,Madagascar,"J / FI",
2016,Egypt,Madagascar,"U / FI",
2016,France,Madagascar,"G / AR",62
2016,France,Madagascar,"G / RA",2
2016,France,Madagascar,"G / FI",75
2016,France,Madagascar,"G / RA",
2016,Gabon,Madagascar,"G / FA",
2016,"United Kingdom",Madagascar,"G / FI",
2016,"United Kingdom",Madagascar,"G / AR",
2016,"United Kingdom",Madagascar,"G / RA",
2016,Greece,Madagascar,"G / FI",
2016,Greece,Madagascar,"G / AR",1
2016,Ireland,Madagascar,"G / FI",1
2016,Ireland,Madagascar,"G / AR",1
2016,Italy,Madagascar,"G / FI",1
2016,Lebanon,Madagascar,"U / FI",3
2016,Lebanon,Madagascar,"U / AR",
2016,Morocco,Madagascar,"U / FI",
2016,Netherlands,Madagascar,"G / RA",1
2016,Netherlands,Madagascar,"G / FI",2
2016,Poland,Madagascar,"G / FI",
2016,"Russian Federation",Madagascar,"G / TA",1
2016,"Russian Federation",Madagascar,"G / FI",1
2016,"United States of America",Madagascar,"G / IN",2
2016,"South Africa",Madagascar,"G / FI",1
2016,"South Africa",Madagascar,"G / AR",
2016,Australia,Maldives,"G / FI",20
2016,"United Kingdom",Maldives,"G / FI",6
2016,"United Kingdom",Maldives,"G / AR",
2016,"United Kingdom",Maldives,"G / RA",
2016,"Sri Lanka",Maldives,"U / FI",7
2016,"Sri Lanka",Maldives,"U / AR",
2016,Netherlands,Maldives,"G / FI",2
2016,"New Zealand",Maldives,"G / FI",
2016,"United States of America",Maldives,"G / IN",1
2016,Argentina,Mexico,"G / FI",1
2016,Australia,Mexico,"G / AR",
2016,Australia,Mexico,"G / FI",9
2016,Austria,Mexico,"G / FA",1
2016,Belgium,Mexico,"G / RA",3
2016,Belgium,Mexico,"G / FI",1
2016,Belgium,Mexico,"G / JR",
2016,"Bolivia (Plurinational State of)",Mexico,"G / FI",
2016,Brazil,Mexico,"G / FI",2
2016,Canada,Mexico,"G / FI",256
2016,Switzerland,Mexico,"G / FI",1
2016,Chile,Mexico,"G / FI",5
2016,"Costa Rica",Mexico,"G / AR",1
2016,"Costa Rica",Mexico,"G / FI",6
2016,Curaçao,Mexico,"U / FI",1
2016,"Cayman Islands",Mexico,"G / FI",
2016,Cyprus,Mexico,"G / FI",1
2016,Germany,Mexico,"G / NA",3
2016,Germany,Mexico,"G / RA",1
2016,Germany,Mexico,"G / JR",
2016,Denmark,Mexico,"G / AR",1
2016,Denmark,Mexico,"G / FI",1
2016,Spain,Mexico,"G / FI",21
2016,Finland,Mexico,"G / FI",4
2016,Finland,Mexico,"G / RA",
2016,France,Mexico,"G / RA",1
2016,France,Mexico,"G / RA",
2016,France,Mexico,"G / AR",3
2016,France,Mexico,"G / FI",5
2016,"United Kingdom",Mexico,"G / AR",7
2016,"United Kingdom",Mexico,"G / RA",
2016,"United Kingdom",Mexico,"G / FI",27
2016,Guatemala,Mexico,"G / FI",
2016,Honduras,Mexico,"G / FA",1
2016,India,Mexico,"U / AR",5
2016,Ireland,Mexico,"G / FI",2
2016,Ireland,Mexico,"G / AR",
2016,Italy,Mexico,"G / FI",1
2016,"Rep. of Korea",Mexico,"G / FA",3
2016,Luxembourg,Mexico,"G / FI",
2016,Luxembourg,Mexico,"G / RA",1
2016,Malta,Mexico,"G / FI",
2016,Netherlands,Mexico,"G / FI",2
2016,Norway,Mexico,"G / FI",4
2016,Norway,Mexico,"G / AR",1
2016,"New Zealand",Mexico,"G / FI",
2016,Peru,Mexico,"G / FI",2
2016,Romania,Mexico,"G / FI",1
2016,"El Salvador",Mexico,"G / FI",1
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Mexico,"G / FI",1
2016,Sweden,Mexico,"G / AR",2
2016,Sweden,Mexico,"G / FI",4
2016,Sweden,Mexico,"G / RA",1
2016,Uruguay,Mexico,"G / FI",1
2016,"United States of America",Mexico,"G / EO",13236
2016,"United States of America",Mexico,"G / IN",14643
2016,"Venezuela (Bolivarian Republic of)",Mexico,"G / FI",
2016,India,Mexico,"U / FI",
2016,"United Kingdom","Marshall Islands","G / AR",
2016,"United Kingdom","Marshall Islands","G / FI",
2016,"United Kingdom","Marshall Islands","G / RA",
2016,Albania,"The former Yugoslav Republic of Macedonia","G / FI",1
2016,Argentina,"The former Yugoslav Republic of Macedonia","G / AR",
2016,Argentina,"The former Yugoslav Republic of Macedonia","G / FI",
2016,Australia,"The former Yugoslav Republic of Macedonia","G / FI",15
2016,Australia,"The former Yugoslav Republic of Macedonia","G / AR",2
2016,Austria,"The former Yugoslav Republic of Macedonia","G / FA",95
2016,Belgium,"The former Yugoslav Republic of Macedonia","G / FI",115
2016,Belgium,"The former Yugoslav Republic of Macedonia","G / RA",50
2016,Belgium,"The former Yugoslav Republic of Macedonia","G / JR",41
2016,Brazil,"The former Yugoslav Republic of Macedonia","G / FI",
2016,Canada,"The former Yugoslav Republic of Macedonia","G / FI",1
2016,Switzerland,"The former Yugoslav Republic of Macedonia","G / FI",98
2016,Switzerland,"The former Yugoslav Republic of Macedonia","G / FI",45
2016,"Czech Rep.","The former Yugoslav Republic of Macedonia","G / RA",1
2016,"Czech Rep.","The former Yugoslav Republic of Macedonia","G / FI",1
2016,Germany,"The former Yugoslav Republic of Macedonia","G / NA",4835
2016,Germany,"The former Yugoslav Republic of Macedonia","G / RA",2180
2016,Germany,"The former Yugoslav Republic of Macedonia","G / JR",
2016,Denmark,"The former Yugoslav Republic of Macedonia","G / FI",24
2016,Denmark,"The former Yugoslav Republic of Macedonia","G / AR",5
2016,Spain,"The former Yugoslav Republic of Macedonia","G / FI",2
2016,Finland,"The former Yugoslav Republic of Macedonia","G / RA",1
2016,Finland,"The former Yugoslav Republic of Macedonia","G / FI",10
2016,France,"The former Yugoslav Republic of Macedonia","G / RA",19
2016,France,"The former Yugoslav Republic of Macedonia","G / RA",35
2016,France,"The former Yugoslav Republic of Macedonia","G / AR",118
2016,France,"The former Yugoslav Republic of Macedonia","G / FI",392
2016,"United Kingdom","The former Yugoslav Republic of Macedonia","G / RA",
2016,"United Kingdom","The former Yugoslav Republic of Macedonia","G / FI",2
2016,"United Kingdom","The former Yugoslav Republic of Macedonia","G / AR",1
2016,Greece,"The former Yugoslav Republic of Macedonia","G / FI",1
2016,Croatia,"The former Yugoslav Republic of Macedonia","G / JR",3
2016,Croatia,"The former Yugoslav Republic of Macedonia","G / FI",5
2016,Hungary,"The former Yugoslav Republic of Macedonia","G / FA",
2016,Hungary,"The former Yugoslav Republic of Macedonia","G / FI",1
2016,Ireland,"The former Yugoslav Republic of Macedonia","G / SP",
2016,Ireland,"The former Yugoslav Republic of Macedonia","G / SP",
2016,Ireland,"The former Yugoslav Republic of Macedonia","G / AR",1
2016,Ireland,"The former Yugoslav Republic of Macedonia","G / FI",1
2016,Iceland,"The former Yugoslav Republic of Macedonia","G / FI",468
2016,Italy,"The former Yugoslav Republic of Macedonia","G / FI",29
2016,Liechtenstein,"The former Yugoslav Republic of Macedonia","G / FI",2
2016,Luxembourg,"The former Yugoslav Republic of Macedonia","G / FI",39
2016,Luxembourg,"The former Yugoslav Republic of Macedonia","G / AR",5
2016,Luxembourg,"The former Yugoslav Republic of Macedonia","G / JR",2
2016,Luxembourg,"The former Yugoslav Republic of Macedonia","G / RA",6
2016,Malta,"The former Yugoslav Republic of Macedonia","G / AR",1
2016,Malta,"The former Yugoslav Republic of Macedonia","G / FI",2
2016,Netherlands,"The former Yugoslav Republic of Macedonia","G / RA",6
2016,Netherlands,"The former Yugoslav Republic of Macedonia","G / FI",431
2016,Norway,"The former Yugoslav Republic of Macedonia","G / AR",10
2016,Norway,"The former Yugoslav Republic of Macedonia","G / FI",27
2016,Portugal,"The former Yugoslav Republic of Macedonia","G / FI",
2016,Romania,"The former Yugoslav Republic of Macedonia","G / FI",1
2016,Romania,"The former Yugoslav Republic of Macedonia","G / RA",1
2016,"Serbia and Kosovo (S/RES/1244 (1999))","The former Yugoslav Republic of Macedonia","G / FI",1
2016,"Serbia and Kosovo (S/RES/1244 (1999))","The former Yugoslav Republic of Macedonia","G / FI",2
2016,Slovakia,"The former Yugoslav Republic of Macedonia","G / FI",1
2016,Sweden,"The former Yugoslav Republic of Macedonia","G / RA",32
2016,Sweden,"The former Yugoslav Republic of Macedonia","G / FI",170
2016,Sweden,"The former Yugoslav Republic of Macedonia","G / AR",115
2016,"United States of America","The former Yugoslav Republic of Macedonia","G / EO",13
2016,"United States of America","The former Yugoslav Republic of Macedonia","G / IN",25
2016,"South Africa","The former Yugoslav Republic of Macedonia","G / AR",
2016,"South Africa","The former Yugoslav Republic of Macedonia","G / AR",
2016,Zimbabwe,Mali,"G / FI",2
2016,Angola,Mali,"G / FI",
2016,Albania,Mali,"G / FI",1
2016,Argentina,Mali,"G / FI",1
2016,Armenia,Mali,"U / FI",
2016,Australia,Mali,"G / FI",
2016,Australia,Mali,"G / AR",2
2016,Austria,Mali,"G / FA",28
2016,Burundi,Mali,"G / FI",
2016,Belgium,Mali,"G / RA",19
2016,Belgium,Mali,"G / FI",30
2016,Belgium,Mali,"G / JR",15
2016,Benin,Mali,"G / FI",
2016,Bulgaria,Mali,"G / FI",1
2016,Bulgaria,Mali,"G / RA",3
2016,Bahamas,Mali,"J / FI",
2016,Brazil,Mali,"G / FI",15
2016,"Central African Rep.",Mali,"G / FI",5
2016,Canada,Mali,"G / FI",93
2016,Switzerland,Mali,"G / FI",4
2016,Switzerland,Mali,"G / FI",191
2016,China,Mali,"U / FI",3
2016,China,Mali,"U / AR",4
2016,"Côte d'Ivoire",Mali,"J / FA",11
2016,Cameroon,Mali,"U / FI",1
2016,Cameroon,Mali,"U / AR",6
2016,"Dem. Rep. of the Congo",Mali,"G / FI",3
2016,Congo,Mali,"G / FA",2
2016,"Costa Rica",Mali,"G / FI",16
2016,Cyprus,Mali,"G / AR",
2016,Cyprus,Mali,"G / FI",1
2016,"Czech Rep.",Mali,"G / FI",1
2016,Germany,Mali,"G / NA",1237
2016,Germany,Mali,"G / JR",
2016,Germany,Mali,"G / RA",46
2016,Denmark,Mali,"G / AR",1
2016,Denmark,Mali,"G / FI",9
2016,"Dominican Rep.",Mali,"U / FI",
2016,Algeria,Mali,"U / AR",23
2016,Algeria,Mali,"U / FI",38
2016,Algeria,Mali,"U / RA",13
2016,Egypt,Mali,"U / FI",6
2016,Spain,Mali,"G / FI",233
2016,Estonia,Mali,"G / FI",
2016,Finland,Mali,"G / FI",10
2016,Finland,Mali,"G / RA",1
2016,France,Mali,"G / FI",1503
2016,France,Mali,"G / RA",77
2016,France,Mali,"G / AR",950
2016,France,Mali,"G / RA",40
2016,Gabon,Mali,"G / FA",
2016,"United Kingdom",Mali,"G / RA",
2016,"United Kingdom",Mali,"G / AR",3
2016,"United Kingdom",Mali,"G / FI",9
2016,Georgia,Mali,"G / FI",1
2016,Ghana,Mali,"G / FI",
2016,Guinea,Mali,"G / FI",7
2016,Guinea-Bissau,Mali,"G / FI",
2016,Greece,Mali,"G / AR",33
2016,Greece,Mali,"G / RA",2
2016,Greece,Mali,"G / FI",82
2016,Croatia,Mali,"G / FI",2
2016,Croatia,Mali,"G / JR",2
2016,Hungary,Mali,"G / FA",
2016,Hungary,Mali,"G / RA",3
2016,Hungary,Mali,"G / FI",11
2016,Indonesia,Mali,"U / FI",2
2016,Indonesia,Mali,"U / AR",2
2016,India,Mali,"U / FI",2
2016,Ireland,Mali,"G / SP",
2016,Iceland,Mali,"G / FI",
2016,Italy,Mali,"G / FI",6347
2016,Jordan,Mali,"U / FI",
2016,"Rep. of Korea",Mali,"G / FA",12
2016,Kuwait,Mali,"U / FI",
2016,Liberia,Mali,"J / FI",1
2016,Libya,Mali,"U / FI",
2016,Luxembourg,Mali,"G / AR",1
2016,Luxembourg,Mali,"G / FI",6
2016,Morocco,Mali,"U / FI",154
2016,Morocco,Mali,"U / AR",18
2016,Malta,Mali,"G / AR",
2016,Malta,Mali,"G / FI",
2016,Mauritania,Mali,"U / FI",3
2016,Mauritania,Mali,"U / AR",2
2016,Malaysia,Mali,"U / FI",4
2016,Malaysia,Mali,"U / AR",2
2016,Namibia,Mali,"G / FI",
2016,Nigeria,Mali,"G / FI",11
2016,Netherlands,Mali,"G / FI",27
2016,Netherlands,Mali,"G / RA",4
2016,Norway,Mali,"G / FI",4
2016,Norway,Mali,"G / AR",6
2016,Norway,Mali,"G / RA",2
2016,Peru,Mali,"G / FI",
2016,Poland,Mali,"G / FI",1
2016,Portugal,Mali,"G / FI",24
2016,"Russian Federation",Mali,"G / FI",1
2016,"Russian Federation",Mali,"G / TA",2
2016,Senegal,Mali,"G / FA",1
2016,"Sierra Leone",Mali,"G / FI",
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Mali,"G / FI",
2016,Sweden,Mali,"G / RA",2
2016,Sweden,Mali,"G / AR",4
2016,Sweden,Mali,"G / FI",9
2016,"Syrian Arab Rep.",Mali,"U / FI",
2016,Chad,Mali,"G / FA",
2016,Togo,Mali,"G / FA",20
2016,Thailand,Mali,"U / FI",
2016,Turkey,Mali,"U / FI",2
2016,Turkey,Mali,"U / AR",3
2016,Uganda,Mali,"G / FA",
2016,Ukraine,Mali,"G / FI",1
2016,Ukraine,Mali,"G / JR",1
2016,"United States of America",Mali,"G / EO",28
2016,"United States of America",Mali,"G / IN",101
2016,"South Africa",Mali,"G / AR",
2016,"South Africa",Mali,"G / FI",15
2016,"South Africa",Mali,"G / AR",
2016,Australia,Malta,"G / FI",
2016,Australia,Malta,"G / AR",1
2016,Belgium,Malta,"G / FI",
2016,Brazil,Malta,"G / FI",1
2016,Denmark,Malta,"G / FI",
2016,"United Kingdom",Malta,"G / RA",
2016,"United Kingdom",Malta,"G / FI",
2016,"United Kingdom",Malta,"G / AR",
2016,Sweden,Malta,"G / FI",1
2016,Argentina,Myanmar,"G / FI",
2016,Australia,Myanmar,"G / AR",8
2016,Australia,Myanmar,"G / FI",60
2016,Austria,Myanmar,"G / FA",2
2016,Belgium,Myanmar,"G / FI",
2016,Belgium,Myanmar,"G / JR",1
2016,Belgium,Myanmar,"G / RA",4
2016,Bangladesh,Myanmar,"U / FI",1
2016,Bulgaria,Myanmar,"G / RA",2
2016,Bulgaria,Myanmar,"G / FI",1
2016,Brazil,Myanmar,"G / FI",
2016,Canada,Myanmar,"G / FI",4
2016,Switzerland,Myanmar,"G / FI",4
2016,"Czech Rep.",Myanmar,"G / FI",5
2016,Germany,Myanmar,"G / NA",131
2016,Germany,Myanmar,"G / RA",2
2016,Germany,Myanmar,"G / JR",
2016,Denmark,Myanmar,"G / AR",17
2016,Denmark,Myanmar,"G / FI",5
2016,Egypt,Myanmar,"U / FI",1
2016,Spain,Myanmar,"G / FI",
2016,Finland,Myanmar,"G / FI",7
2016,Finland,Myanmar,"G / RA",
2016,France,Myanmar,"G / FI",16
2016,France,Myanmar,"G / RA",37
2016,France,Myanmar,"G / AR",7
2016,France,Myanmar,"G / RA",40
2016,"United Kingdom",Myanmar,"G / RA",
2016,"United Kingdom",Myanmar,"G / FI",79
2016,"United Kingdom",Myanmar,"G / AR",68
2016,Greece,Myanmar,"G / RA",1
2016,Greece,Myanmar,"G / FI",15
2016,Greece,Myanmar,"G / AR",5
2016,Croatia,Myanmar,"G / FI",1
2016,Hungary,Myanmar,"G / FA",
2016,Hungary,Myanmar,"G / FI",7
2016,Indonesia,Myanmar,"U / AR",4
2016,Indonesia,Myanmar,"U / FI",83
2016,India,Myanmar,"U / AR",49
2016,India,Myanmar,"U / FI",3035
2016,Ireland,Myanmar,"G / FI",2
2016,Ireland,Myanmar,"G / SP",1
2016,Ireland,Myanmar,"G / SP",1
2016,Ireland,Myanmar,"G / RA",1
2016,Ireland,Myanmar,"G / AR",1
2016,"Iran (Islamic Rep. of)",Myanmar,"U / FI",85
2016,Italy,Myanmar,"G / FI",2
2016,Jordan,Myanmar,"U / FI",
2016,Japan,Myanmar,"G / FI",650
2016,Japan,Myanmar,"G / AR",280
2016,Cambodia,Myanmar,"G / FI",
2016,"Rep. of Korea",Myanmar,"G / FA",52
2016,"Sri Lanka",Myanmar,"U / FI",
2016,Mexico,Myanmar,"G / FI",
2016,Malaysia,Myanmar,"U / FI",14874
2016,Malaysia,Myanmar,"U / AR",195
2016,Netherlands,Myanmar,"G / RA",
2016,Netherlands,Myanmar,"G / FI",56
2016,Norway,Myanmar,"G / AR",4
2016,Norway,Myanmar,"G / RA",1
2016,Norway,Myanmar,"G / FI",3
2016,Nepal,Myanmar,"U / FI",66
2016,Nepal,Myanmar,"U / AR",3
2016,Nauru,Myanmar,"G / FI",
2016,"New Zealand",Myanmar,"G / FI",
2016,Pakistan,Myanmar,"U / FI",1
2016,Romania,Myanmar,"G / FI",1
2016,Sudan,Myanmar,"U / FI",
2016,Slovenia,Myanmar,"G / FI",1
2016,Sweden,Myanmar,"G / FI",3
2016,Sweden,Myanmar,"G / RA",3
2016,Sweden,Myanmar,"G / AR",1
2016,Thailand,Myanmar,"U / FI",
2016,Thailand,Myanmar,"G / FI",176
2016,Turkey,Myanmar,"U / FI",2
2016,Turkey,Myanmar,"U / RA",
2016,Ukraine,Myanmar,"G / JR",1
2016,Ukraine,Myanmar,"G / FI",
2016,Ukraine,Myanmar,"U / FI",1
2016,"United States of America",Myanmar,"G / EO",28
2016,"United States of America",Myanmar,"G / IN",196
2016,Yemen,Myanmar,"U / FI",
